X_Category,X_Variable,Y_Variable_Group,Y_Variable,COVID,Derivatives_Expansion,GFC,Post_GFC,Recent
macro,CPI,Drawdown6m,Drawdown6m_.NSEI,-0.1530780432155822,-0.32029938273879593,-0.1648835543953463,-0.07353950950258256,-0.040641545409829116
macro,CPI,LogReturn,LogReturn_.NIFMDCP100,-0.2079667961796022,-0.1035122122065304,0.04311883095611389,-0.19184444565733255,0.13440035996741406
macro,CPI,LogReturn,LogReturn_.NIFSMCP100,-0.2295529449399396,-0.1163153163507225,-0.005528059205378724,-0.16890255666286536,0.15293756839694808
macro,CPI,LogReturn,LogReturn_.NSEI,-0.2351013686240547,-0.1867299219449982,0.01761914077843211,-0.13076005436823057,-0.054654633922790206
macro,CPI,Return12m,Return12m_.NIFMDCP100,-0.3453136957306844,-0.15525126093863947,-0.17634260510572158,0.29827942193208107,0.07830059757772781
macro,CPI,Return12m,Return12m_.NIFSMCP100,-0.34026703122503243,-0.26654776219252113,-0.2660143262308415,0.17619404087129703,0.033594930955607345
macro,CPI,Return12m,Return12m_.NSEI,-0.32292050251466886,-0.2510163161827947,-0.2457989390151111,0.28232989705023437,-0.04623758272111203
macro,CPI,Return3m,Return3m_.NIFMDCP100,-0.2963254568592231,-0.09403665076157658,-0.03687073211733747,-0.22440638932942775,0.15717010732670514
macro,CPI,Return3m,Return3m_.NIFSMCP100,-0.2775319233162827,-0.12218652242969971,-0.1064910580909059,-0.16745152685920545,0.21114585612371384
macro,CPI,Return3m,Return3m_.NSEI,-0.3639204100291368,-0.20685341730531226,-0.09315277132032221,-0.2166490677822511,-0.09078173804133165
macro,CPI,Return6m,Return6m_.NIFMDCP100,-0.2771403588304484,-0.2225701036367065,0.05961437376851088,-0.1580888665975577,0.28135563377043954
