Index Name,pe,pb,divYield,DATE
Nifty 50,14.69,3.87,1.61,2005-07-27
Nifty 50,14.10,3.86,1.62,2005-07-29
Nifty 50,14.36,3.87,1.61,2005-08-01
Nifty 50,14.58,3.92,1.59,2005-08-02
Nifty 50,14.60,3.93,1.59,2005-08-03
Nifty 50,14.67,3.95,1.58,2005-08-04
Nifty 50,14.63,3.94,1.58,2005-08-05
Nifty 50,14.40,3.87,1.61,2005-08-08
Nifty 50,14.36,3.86,1.62,2005-08-09
Nifty 50,14.62,3.93,1.59,2005-08-10
Nifty 50,14.75,3.96,1.57,2005-08-11
Nifty 50,14.63,3.93,1.59,2005-08-12
Nifty 50,14.68,3.95,1.58,2005-08-16
Nifty 50,14.89,3.92,1.58,2005-08-17
Nifty 50,14.80,3.89,1.59,2005-08-18
Nifty 50,14.77,3.89,1.59,2005-08-19
Nifty 50,14.67,3.86,1.61,2005-08-22
Nifty 50,14.41,3.79,1.64,2005-08-23
Nifty 50,14.39,3.78,1.64,2005-08-24
Nifty 50,14.58,3.84,1.62,2005-08-25
Nifty 50,14.60,3.84,1.61,2005-08-26
Nifty 50,14.48,3.81,1.63,2005-08-29
Nifty 50,14.67,3.86,1.61,2005-08-30
Nifty 50,14.78,3.89,1.59,2005-08-31
Nifty 50,14.92,3.92,1.58,2005-09-01
Nifty 50,14.98,3.94,1.57,2005-09-02
Nifty 50,15.02,3.93,1.55,2005-09-05
Nifty 50,15.06,3.94,1.55,2005-09-06
Nifty 50,15.22,3.98,1.53,2005-09-08
Nifty 50,15.23,3.98,1.53,2005-09-09
Nifty 50,15.41,4.03,1.51,2005-09-12
Nifty 50,15.51,4.05,1.50,2005-09-13
Nifty 50,15.46,4.04,1.51,2005-09-14
Nifty 50,15.66,4.09,1.49,2005-09-15
Nifty 50,15.83,4.14,1.47,2005-09-16
Nifty 50,15.92,4.07,1.57,2005-09-19
Nifty 50,15.99,4.09,1.56,2005-09-20
Nifty 50,15.93,4.07,1.57,2005-09-21
Nifty 50,15.36,3.93,1.63,2005-09-22
Nifty 50,15.37,3.93,1.63,2005-09-23
Nifty 50,15.88,3.94,1.73,2005-09-26
Nifty 50,15.99,3.97,1.72,2005-09-27
Nifty 50,16.13,4.00,1.70,2005-09-28
Nifty 50,16.21,4.03,1.69,2005-09-29
Nifty 50,16.15,4.01,1.70,2005-09-30
Nifty 50,16.33,4.06,1.68,2005-10-03
Nifty 50,16.54,4.11,1.66,2005-10-04
Nifty 50,16.42,4.08,1.67,2005-10-05
Nifty 50,16.02,3.98,1.71,2005-10-06
Nifty 50,15.99,3.97,1.72,2005-10-07
Nifty 50,15.94,3.96,1.72,2005-10-10
Nifty 50,16.00,3.99,1.71,2005-10-11
Nifty 50,15.67,3.91,1.74,2005-10-13
Nifty 50,15.30,3.83,1.78,2005-10-14
Nifty 50,15.27,3.80,1.78,2005-10-17
Nifty 50,15.17,3.78,1.79,2005-10-18
Nifty 50,14.81,3.69,1.83,2005-10-19
Nifty 50,14.69,3.67,1.85,2005-10-20
Nifty 50,15.02,3.74,1.81,2005-10-21
Nifty 50,14.72,3.67,1.85,2005-10-24
Nifty 50,14.81,3.70,1.83,2005-10-25
Nifty 50,14.58,3.69,1.84,2005-10-26
Nifty 50,14.01,3.60,1.88,2005-10-27
Nifty 50,13.74,3.55,1.91,2005-10-28
Nifty 50,14.23,3.63,1.87,2005-10-31
Nifty 50,14.32,3.65,1.85,2005-11-01
Nifty 50,14.52,3.70,1.83,2005-11-02
Nifty 50,14.77,3.77,1.80,2005-11-07
Nifty 50,14.96,3.82,1.78,2005-11-08
Nifty 50,14.94,3.81,1.78,2005-11-09
Nifty 50,15.01,3.83,1.77,2005-11-10
Nifty 50,15.29,3.90,1.74,2005-11-11
Nifty 50,15.36,3.92,1.73,2005-11-14
Nifty 50,15.50,3.96,1.71,2005-11-16
Nifty 50,15.63,3.99,1.70,2005-11-17
Nifty 50,15.73,4.01,1.69,2005-11-18
Nifty 50,15.65,3.99,1.70,2005-11-21
Nifty 50,15.47,3.95,1.72,2005-11-22
Nifty 50,15.68,4.00,1.69,2005-11-23
Nifty 50,15.84,4.04,1.68,2005-11-24
Nifty 50,16.02,4.09,1.66,2005-11-25
Nifty 50,16.13,4.12,1.65,2005-11-26
Nifty 50,16.31,4.15,1.64,2005-11-28
Nifty 50,16.22,4.13,1.65,2005-11-29
Nifty 50,15.95,4.06,1.68,2005-11-30
Nifty 50,16.23,4.13,1.65,2005-12-01
Nifty 50,16.22,4.13,1.65,2005-12-02
Nifty 50,16.00,4.08,1.68,2005-12-05
Nifty 50,16.01,4.08,1.68,2005-12-06
Nifty 50,16.20,4.13,1.66,2005-12-07
Nifty 50,16.28,4.15,1.65,2005-12-08
Nifty 50,16.58,4.22,1.62,2005-12-09
Nifty 50,16.70,4.25,1.61,2005-12-12
Nifty 50,16.91,4.31,1.59,2005-12-13
Nifty 50,16.87,4.30,1.59,2005-12-14
Nifty 50,16.71,4.26,1.61,2005-12-15
Nifty 50,16.90,4.30,1.59,2005-12-16
Nifty 50,17.20,4.38,1.56,2005-12-19
Nifty 50,17.10,4.35,1.57,2005-12-20
Nifty 50,17.08,4.35,1.57,2005-12-21
Nifty 50,17.15,4.37,1.56,2005-12-22
Nifty 50,16.97,4.32,1.58,2005-12-23
Nifty 50,16.64,4.24,1.61,2005-12-26
Nifty 50,16.98,4.32,1.58,2005-12-27
Nifty 50,16.91,4.31,1.59,2005-12-28
Nifty 50,17.07,4.35,1.57,2005-12-29
Nifty 50,17.16,4.37,1.56,2005-12-30
Nifty 50,17.16,4.37,1.56,2006-01-02
Nifty 50,17.45,4.44,1.54,2006-01-03
Nifty 50,17.58,4.48,1.53,2006-01-04
Nifty 50,17.55,4.47,1.53,2006-01-05
Nifty 50,17.64,4.49,1.52,2006-01-06
Nifty 50,17.62,4.49,1.52,2006-01-09
Nifty 50,17.37,4.43,1.54,2006-01-10
Nifty 50,17.28,4.40,1.55,2006-01-12
Nifty 50,17.25,4.40,1.55,2006-01-13
Nifty 50,17.14,4.37,1.56,2006-01-16
Nifty 50,17.12,4.36,1.57,2006-01-17
Nifty 50,16.53,4.24,1.61,2006-01-18
Nifty 50,16.87,4.33,1.58,2006-01-19
Nifty 50,16.91,4.38,1.56,2006-01-20
Nifty 50,16.83,4.35,1.57,2006-01-23
Nifty 50,16.86,4.39,1.56,2006-01-24
Nifty 50,17.02,4.44,1.54,2006-01-25
Nifty 50,17.42,4.50,1.52,2006-01-27
Nifty 50,17.91,4.49,1.52,2006-01-30
Nifty 50,17.90,4.53,1.51,2006-01-31
Nifty 50,17.73,4.49,1.52,2006-02-01
Nifty 50,17.70,4.48,1.53,2006-02-02
Nifty 50,17.54,4.44,1.54,2006-02-03
Nifty 50,17.90,4.53,1.51,2006-02-06
Nifty 50,18.02,4.56,1.50,2006-02-07
Nifty 50,17.95,4.54,1.50,2006-02-08
Nifty 50,18.03,4.57,1.49,2006-02-10
Nifty 50,18.11,4.59,1.49,2006-02-13
Nifty 50,17.93,4.56,1.50,2006-02-14
Nifty 50,17.96,4.56,1.50,2006-02-15
Nifty 50,17.95,4.56,1.50,2006-02-16
Nifty 50,17.71,4.50,1.52,2006-02-17
Nifty 50,17.86,4.54,1.51,2006-02-20
Nifty 50,18.03,4.58,1.49,2006-02-21
Nifty 50,18.13,4.61,1.48,2006-02-22
Nifty 50,18.19,4.62,1.48,2006-02-23
Nifty 50,18.12,4.61,1.48,2006-02-24
Nifty 50,18.22,4.63,1.48,2006-02-27
Nifty 50,18.27,4.64,1.47,2006-02-28
Nifty 50,18.56,4.72,1.45,2006-03-01
Nifty 50,18.73,4.76,1.44,2006-03-02
Nifty 50,18.71,4.75,1.44,2006-03-03
Nifty 50,18.96,4.82,1.42,2006-03-06
Nifty 50,18.92,4.81,1.42,2006-03-07
Nifty 50,18.53,4.71,1.45,2006-03-08
Nifty 50,18.60,4.73,1.45,2006-03-09
Nifty 50,18.93,4.81,1.42,2006-03-10
Nifty 50,19.04,4.84,1.41,2006-03-13
Nifty 50,19.00,4.83,1.42,2006-03-14
Nifty 50,19.18,4.87,1.40,2006-03-16
Nifty 50,19.25,4.89,1.40,2006-03-17
Nifty 50,19.44,4.94,1.38,2006-03-20
Nifty 50,19.42,4.93,1.38,2006-03-21
Nifty 50,19.28,4.90,1.39,2006-03-22
Nifty 50,19.33,4.91,1.39,2006-03-23
Nifty 50,19.52,4.96,1.38,2006-03-24
Nifty 50,19.77,5.02,1.36,2006-03-27
Nifty 50,19.79,5.03,1.36,2006-03-28
Nifty 50,19.97,5.07,1.35,2006-03-29
Nifty 50,20.35,5.17,1.32,2006-03-30
Nifty 50,20.26,5.15,1.33,2006-03-31
Nifty 50,20.68,5.26,1.30,2006-04-03
Nifty 50,20.74,5.27,1.30,2006-04-04
Nifty 50,20.90,5.31,1.29,2006-04-05
Nifty 50,20.57,5.23,1.31,2006-04-07
Nifty 50,20.71,5.26,1.30,2006-04-10
Nifty 50,20.13,5.12,1.34,2006-04-12
Nifty 50,19.91,5.06,1.35,2006-04-13
Nifty 50,20.34,5.18,1.32,2006-04-17
Nifty 50,20.76,5.32,1.28,2006-04-18
Nifty 50,20.79,5.35,1.28,2006-04-19
Nifty 50,21.01,5.41,1.26,2006-04-20
Nifty 50,21.01,5.41,1.26,2006-04-21
Nifty 50,20.85,5.37,1.27,2006-04-24
Nifty 50,20.37,5.24,1.30,2006-04-25
Nifty 50,20.93,5.38,1.27,2006-04-26
Nifty 50,20.58,5.31,1.29,2006-04-27
Nifty 50,20.08,5.31,1.29,2006-04-28
Nifty 50,20.31,5.39,1.27,2006-04-29
Nifty 50,20.46,5.46,1.25,2006-05-02
Nifty 50,20.62,5.50,1.24,2006-05-03
Nifty 50,20.70,5.52,1.24,2006-05-04
Nifty 50,20.77,5.55,1.23,2006-05-05
Nifty 50,20.93,5.59,1.22,2006-05-08
Nifty 50,21.09,5.63,1.21,2006-05-09
Nifty 50,21.28,5.68,1.20,2006-05-10
Nifty 50,20.98,5.60,1.22,2006-05-11
Nifty 50,20.69,5.53,1.24,2006-05-12
Nifty 50,19.86,5.30,1.29,2006-05-15
Nifty 50,19.97,5.34,1.28,2006-05-16
Nifty 50,20.62,5.51,1.24,2006-05-17
Nifty 50,19.26,5.13,1.33,2006-05-18
Nifty 50,18.51,4.92,1.39,2006-05-19
Nifty 50,17.52,4.67,1.46,2006-05-22
Nifty 50,18.19,4.85,1.41,2006-05-23
Nifty 50,17.71,4.63,1.46,2006-05-24
Nifty 50,18.39,4.73,1.43,2006-05-25
Nifty 50,18.28,4.77,1.42,2006-05-26
Nifty 50,18.27,4.78,1.41,2006-05-29
Nifty 50,18.11,4.74,1.43,2006-05-30
Nifty 50,17.46,4.57,1.48,2006-05-31
Nifty 50,16.78,4.41,1.53,2006-06-01
Nifty 50,17.51,4.60,1.47,2006-06-02
Nifty 50,17.09,4.49,1.51,2006-06-05
Nifty 50,16.64,4.35,1.62,2006-06-06
Nifty 50,16.21,4.23,1.66,2006-06-07
Nifty 50,15.44,4.03,1.74,2006-06-08
Nifty 50,16.24,4.24,1.65,2006-06-09
Nifty 50,15.73,4.11,1.71,2006-06-12
Nifty 50,15.09,3.94,1.78,2006-06-13
Nifty 50,14.92,3.90,1.80,2006-06-14
Nifty 50,15.91,4.14,1.69,2006-06-15
Nifty 50,16.43,4.28,1.64,2006-06-16
Nifty 50,16.58,4.20,1.65,2006-06-19
Nifty 50,16.27,4.12,1.68,2006-06-20
Nifty 50,16.62,4.21,1.65,2006-06-21
Nifty 50,17.03,4.31,1.61,2006-06-22
Nifty 50,17.30,4.38,1.58,2006-06-23
Nifty 50,17.34,4.39,1.58,2006-06-25
Nifty 50,16.73,4.24,1.64,2006-06-26
Nifty 50,17.36,4.44,1.57,2006-06-27
Nifty 50,17.57,4.44,1.57,2006-06-28
Nifty 50,17.67,4.46,1.56,2006-06-29
Nifty 50,18.44,4.66,1.49,2006-06-30
Nifty 50,18.57,4.69,1.48,2006-07-03
Nifty 50,18.50,4.67,1.49,2006-07-04
Nifty 50,18.84,4.76,1.46,2006-07-05
Nifty 50,18.60,4.70,1.48,2006-07-06
Nifty 50,18.13,4.58,1.52,2006-07-07
Nifty 50,18.52,4.68,1.49,2006-07-10
Nifty 50,18.36,4.64,1.50,2006-07-11
Nifty 50,18.76,4.76,1.46,2006-07-12
Nifty 50,18.61,4.72,1.47,2006-07-13
Nifty 50,18.33,4.47,1.54,2006-07-14
Nifty 50,17.63,4.30,1.59,2006-07-17
Nifty 50,17.52,4.28,1.59,2006-07-18
Nifty 50,17.00,4.19,1.63,2006-07-19
Nifty 50,17.43,4.32,1.58,2006-07-20
Nifty 50,16.93,4.21,1.62,2006-07-21
Nifty 50,17.13,4.27,1.60,2006-07-24
Nifty 50,17.44,4.35,1.57,2006-07-25
Nifty 50,17.58,4.45,1.53,2006-07-26
Nifty 50,17.83,4.30,1.57,2006-07-27
Nifty 50,17.57,4.27,1.59,2006-07-28
Nifty 50,17.64,4.29,1.58,2006-07-31
Nifty 50,17.67,4.29,1.58,2006-08-01
Nifty 50,17.86,4.34,1.56,2006-08-02
Nifty 50,17.90,4.35,1.56,2006-08-03
Nifty 50,17.83,4.33,1.56,2006-08-04
Nifty 50,17.69,4.30,1.58,2006-08-07
Nifty 50,18.03,4.38,1.55,2006-08-08
Nifty 50,18.27,4.44,1.53,2006-08-09
Nifty 50,18.30,4.45,1.52,2006-08-10
Nifty 50,18.38,4.46,1.52,2006-08-11
Nifty 50,18.60,4.52,1.50,2006-08-14
Nifty 50,18.84,4.58,1.48,2006-08-16
Nifty 50,18.83,4.54,1.50,2006-08-17
Nifty 50,18.84,4.54,1.50,2006-08-18
Nifty 50,18.88,4.56,1.49,2006-08-21
Nifty 50,18.88,4.55,1.49,2006-08-22
Nifty 50,18.71,4.52,1.51,2006-08-23
Nifty 50,18.91,4.56,1.49,2006-08-24
Nifty 50,19.00,4.58,1.48,2006-08-25
Nifty 50,19.08,4.60,1.48,2006-08-28
Nifty 50,19.22,4.64,1.47,2006-08-29
Nifty 50,19.25,4.58,1.47,2006-08-30
Nifty 50,19.15,4.55,1.47,2006-08-31
Nifty 50,19.68,4.50,1.43,2006-09-01
Nifty 50,19.92,4.56,1.41,2006-09-04
Nifty 50,19.90,4.55,1.42,2006-09-05
Nifty 50,19.92,4.56,1.41,2006-09-06
Nifty 50,19.79,4.53,1.42,2006-09-07
Nifty 50,19.89,4.55,1.42,2006-09-08
Nifty 50,19.29,4.41,1.46,2006-09-11
Nifty 50,19.42,4.44,1.45,2006-09-12
Nifty 50,19.81,4.50,1.40,2006-09-13
Nifty 50,19.91,4.53,1.40,2006-09-14
Nifty 50,19.95,4.53,1.39,2006-09-15
Nifty 50,20.03,4.55,1.39,2006-09-18
Nifty 50,19.83,4.51,1.40,2006-09-19
Nifty 50,20.09,4.57,1.38,2006-09-20
Nifty 50,20.38,4.63,1.36,2006-09-21
Nifty 50,20.33,4.62,1.37,2006-09-22
Nifty 50,20.21,4.59,1.37,2006-09-25
Nifty 50,20.83,4.73,1.33,2006-09-26
Nifty 50,20.87,4.74,1.33,2006-09-27
Nifty 50,20.83,4.73,1.33,2006-09-28
Nifty 50,20.92,4.76,1.33,2006-09-29
Nifty 50,20.82,4.73,1.33,2006-10-03
Nifty 50,20.50,4.66,1.36,2006-10-04
Nifty 50,20.79,4.72,1.34,2006-10-05
Nifty 50,20.82,4.73,1.33,2006-10-06
Nifty 50,20.82,4.73,1.36,2006-10-09
Nifty 50,20.83,4.73,1.36,2006-10-10
Nifty 50,20.68,4.59,1.39,2006-10-11
Nifty 50,21.04,4.67,1.37,2006-10-12
Nifty 50,21.36,4.74,1.35,2006-10-13
Nifty 50,21.64,4.81,1.33,2006-10-16
Nifty 50,21.47,4.79,1.33,2006-10-17
Nifty 50,21.33,4.79,1.34,2006-10-18
Nifty 50,21.06,4.75,1.35,2006-10-19
Nifty 50,20.91,4.75,1.35,2006-10-20
Nifty 50,20.94,4.76,1.35,2006-10-21
Nifty 50,20.79,4.72,1.35,2006-10-23
Nifty 50,20.79,4.75,1.35,2006-10-26
Nifty 50,21.04,4.83,1.32,2006-10-27
Nifty 50,20.48,4.87,1.31,2006-10-30
Nifty 50,20.37,4.84,1.32,2006-10-31
Nifty 50,20.16,4.87,1.32,2006-11-01
Nifty 50,20.29,4.90,1.31,2006-11-02
Nifty 50,20.37,4.92,1.30,2006-11-03
Nifty 50,20.39,4.92,1.30,2006-11-06
Nifty 50,20.34,4.91,1.30,2006-11-07
Nifty 50,20.22,4.88,1.31,2006-11-08
Nifty 50,20.32,4.87,1.27,2006-11-09
Nifty 50,20.53,4.92,1.26,2006-11-10
Nifty 50,20.66,4.95,1.25,2006-11-13
Nifty 50,20.70,4.96,1.25,2006-11-14
Nifty 50,20.78,4.98,1.25,2006-11-15
Nifty 50,20.78,4.98,1.25,2006-11-16
Nifty 50,20.65,4.95,1.25,2006-11-17
Nifty 50,20.67,4.95,1.25,2006-11-20
Nifty 50,21.00,5.03,1.23,2006-11-21
Nifty 50,21.20,5.08,1.22,2006-11-22
Nifty 50,21.14,5.07,1.22,2006-11-23
Nifty 50,21.17,5.08,1.22,2006-11-24
Nifty 50,21.25,5.10,1.22,2006-11-27
Nifty 50,21.00,5.04,1.23,2006-11-28
Nifty 50,21.03,5.05,1.23,2006-11-29
Nifty 50,21.18,5.08,1.22,2006-11-30
Nifty 50,21.41,5.14,1.21,2006-12-01
Nifty 50,21.43,5.11,1.21,2006-12-04
Nifty 50,21.51,5.13,1.20,2006-12-05
Nifty 50,21.51,5.13,1.20,2006-12-06
Nifty 50,21.54,5.13,1.20,2006-12-07
Nifty 50,21.23,5.06,1.22,2006-12-08
Nifty 50,20.62,4.92,1.25,2006-12-11
Nifty 50,19.91,4.75,1.30,2006-12-12
Nifty 50,20.17,4.81,1.28,2006-12-13
Nifty 50,20.59,4.91,1.26,2006-12-14
Nifty 50,20.83,4.97,1.24,2006-12-15
Nifty 50,21.05,5.02,1.23,2006-12-18
Nifty 50,20.53,4.90,1.26,2006-12-19
Nifty 50,20.45,4.88,1.26,2006-12-20
Nifty 50,20.54,4.90,1.26,2006-12-21
Nifty 50,20.74,4.95,1.25,2006-12-22
Nifty 50,21.12,5.04,1.22,2006-12-26
Nifty 50,21.30,5.08,1.21,2006-12-27
Nifty 50,21.28,5.08,1.22,2006-12-28
Nifty 50,21.26,5.07,1.22,2006-12-29
Nifty 50,21.48,5.12,1.20,2007-01-02
Nifty 50,21.57,5.14,1.20,2007-01-03
Nifty 50,21.38,5.10,1.21,2007-01-04
Nifty 50,21.35,5.09,1.21,2007-01-05
Nifty 50,21.08,5.03,1.23,2007-01-08
Nifty 50,20.97,5.00,1.23,2007-01-09
Nifty 50,20.64,4.92,1.25,2007-01-10
Nifty 50,21.04,5.04,1.22,2007-01-11
Nifty 50,21.63,5.16,1.18,2007-01-12
Nifty 50,21.77,5.19,1.17,2007-01-15
Nifty 50,21.67,5.19,1.17,2007-01-16
Nifty 50,21.59,5.19,1.17,2007-01-17
Nifty 50,21.74,5.23,1.16,2007-01-18
Nifty 50,21.43,5.21,1.17,2007-01-19
Nifty 50,21.42,5.22,1.16,2007-01-22
Nifty 50,20.96,5.18,1.17,2007-01-23
Nifty 50,21.07,5.21,1.16,2007-01-24
Nifty 50,21.35,5.29,1.15,2007-01-25
Nifty 50,20.88,5.26,1.15,2007-01-29
Nifty 50,19.85,5.20,1.17,2007-01-31
Nifty 50,19.95,5.27,1.15,2007-02-01
Nifty 50,20.12,5.33,1.14,2007-02-02
Nifty 50,20.27,5.37,1.13,2007-02-05
Nifty 50,20.18,5.35,1.14,2007-02-06
Nifty 50,20.32,5.38,1.13,2007-02-07
Nifty 50,20.31,5.38,1.13,2007-02-08
Nifty 50,20.14,5.33,1.14,2007-02-09
Nifty 50,19.52,5.17,1.17,2007-02-12
Nifty 50,19.45,5.15,1.18,2007-02-13
Nifty 50,19.47,5.15,1.18,2007-02-14
Nifty 50,19.94,5.28,1.15,2007-02-15
Nifty 50,20.02,5.30,1.14,2007-02-19
Nifty 50,19.74,5.23,1.16,2007-02-20
Nifty 50,19.69,5.22,1.16,2007-02-21
Nifty 50,19.42,5.14,1.18,2007-02-22
Nifty 50,18.94,5.02,1.21,2007-02-23
Nifty 50,18.95,5.02,1.21,2007-02-26
Nifty 50,18.72,4.96,1.22,2007-02-27
Nifty 50,18.01,4.77,1.27,2007-02-28
Nifty 50,18.33,4.86,1.25,2007-03-01
Nifty 50,17.92,4.75,1.28,2007-03-02
Nifty 50,17.20,4.56,1.33,2007-03-05
Nifty 50,17.58,4.66,1.30,2007-03-06
Nifty 50,17.44,4.62,1.31,2007-03-07
Nifty 50,18.09,4.79,1.27,2007-03-08
Nifty 50,17.88,4.74,1.28,2007-03-09
Nifty 50,17.96,4.76,1.28,2007-03-12
Nifty 50,18.14,4.80,1.26,2007-03-13
Nifty 50,17.51,4.64,1.31,2007-03-14
Nifty 50,17.53,4.64,1.31,2007-03-15
Nifty 50,17.36,4.60,1.32,2007-03-16
Nifty 50,17.70,4.69,1.29,2007-03-19
Nifty 50,17.79,4.71,1.29,2007-03-20
Nifty 50,18.11,4.80,1.26,2007-03-21
Nifty 50,18.65,4.94,1.23,2007-03-22
Nifty 50,18.58,4.92,1.23,2007-03-23
Nifty 50,18.38,4.87,1.25,2007-03-26
Nifty 50,18.10,4.79,1.27,2007-03-28
Nifty 50,18.29,4.84,1.25,2007-03-29
Nifty 50,18.40,4.87,1.25,2007-03-30
Nifty 50,17.49,4.63,1.31,2007-04-02
Nifty 50,17.77,4.71,1.29,2007-04-03
Nifty 50,18.43,4.89,1.24,2007-04-04
Nifty 50,18.54,4.91,1.23,2007-04-05
Nifty 50,19.00,5.03,1.20,2007-04-09
Nifty 50,19.02,5.04,1.20,2007-04-10
Nifty 50,19.09,5.03,1.22,2007-04-11
Nifty 50,18.93,4.99,1.23,2007-04-12
Nifty 50,19.28,5.10,1.20,2007-04-13
Nifty 50,19.75,5.23,1.17,2007-04-16
Nifty 50,19.55,5.19,1.18,2007-04-17
Nifty 50,19.66,5.22,1.17,2007-04-18
Nifty 50,19.57,5.21,1.17,2007-04-19
Nifty 50,19.88,5.32,1.15,2007-04-20
Nifty 50,19.88,5.32,1.15,2007-04-23
Nifty 50,20.13,5.40,1.13,2007-04-24
Nifty 50,20.24,5.43,1.13,2007-04-25
Nifty 50,20.25,5.44,1.12,2007-04-26
Nifty 50,19.58,5.32,1.15,2007-04-27
Nifty 50,19.48,5.33,1.15,2007-04-30
Nifty 50,19.76,5.41,1.13,2007-05-03
Nifty 50,19.59,5.36,1.14,2007-05-04
Nifty 50,19.56,5.36,1.14,2007-05-07
Nifty 50,19.39,5.31,1.15,2007-05-08
Nifty 50,19.36,5.32,1.15,2007-05-09
Nifty 50,19.31,5.30,1.15,2007-05-10
Nifty 50,19.35,5.31,1.15,2007-05-11
Nifty 50,19.54,5.39,1.13,2007-05-14
Nifty 50,19.46,5.36,1.15,2007-05-15
Nifty 50,19.70,5.43,1.14,2007-05-16
Nifty 50,19.93,5.49,1.12,2007-05-17
Nifty 50,19.78,5.48,1.12,2007-05-18
Nifty 50,19.83,5.54,1.11,2007-05-21
Nifty 50,19.91,5.57,1.11,2007-05-22
Nifty 50,19.78,5.53,1.12,2007-05-23
Nifty 50,19.59,5.47,1.13,2007-05-24
Nifty 50,19.98,5.53,1.12,2007-05-25
Nifty 50,20.02,5.54,1.11,2007-05-28
Nifty 50,20.11,5.59,1.10,2007-05-29
Nifty 50,20.17,5.53,1.11,2007-05-30
Nifty 50,20.41,5.59,1.10,2007-05-31
Nifty 50,20.41,5.59,1.10,2007-06-01
Nifty 50,20.27,5.48,1.09,2007-06-04
Nifty 50,20.35,5.50,1.08,2007-06-05
Nifty 50,19.94,5.39,1.10,2007-06-06
Nifty 50,19.85,5.37,1.11,2007-06-07
Nifty 50,19.69,5.32,1.12,2007-06-08
Nifty 50,19.69,5.33,1.12,2007-06-11
Nifty 50,19.74,5.34,1.11,2007-06-12
Nifty 50,19.54,5.28,1.13,2007-06-13
Nifty 50,19.81,5.36,1.11,2007-06-14
Nifty 50,19.82,5.36,1.11,2007-06-15
Nifty 50,19.70,5.33,1.12,2007-06-18
Nifty 50,20.02,5.41,1.10,2007-06-19
Nifty 50,20.19,5.46,1.09,2007-06-20
Nifty 50,20.28,5.48,1.09,2007-06-21
Nifty 50,20.20,5.31,1.13,2007-06-22
Nifty 50,20.32,5.32,1.13,2007-06-25
Nifty 50,20.44,5.36,1.12,2007-06-26
Nifty 50,20.34,5.33,1.12,2007-06-27
Nifty 50,20.42,5.35,1.12,2007-06-28
Nifty 50,20.60,5.40,1.11,2007-06-29
Nifty 50,20.62,5.39,1.11,2007-07-02
Nifty 50,20.83,5.45,1.10,2007-07-03
Nifty 50,20.84,5.45,1.10,2007-07-04
Nifty 50,20.81,5.44,1.10,2007-07-05
Nifty 50,21.11,5.52,1.09,2007-07-06
Nifty 50,21.27,5.56,1.08,2007-07-09
Nifty 50,21.20,5.55,1.08,2007-07-10
Nifty 50,21.06,5.52,1.09,2007-07-11
Nifty 50,21.35,5.60,1.07,2007-07-12
Nifty 50,21.63,5.67,1.06,2007-07-13
Nifty 50,21.78,5.71,1.05,2007-07-16
Nifty 50,21.65,5.69,1.05,2007-07-17
Nifty 50,21.64,5.69,1.05,2007-07-18
Nifty 50,21.86,5.77,1.04,2007-07-19
Nifty 50,21.76,5.35,1.07,2007-07-20
Nifty 50,22.00,5.42,1.05,2007-07-23
Nifty 50,22.01,5.42,1.05,2007-07-24
Nifty 50,21.71,5.38,1.06,2007-07-25
Nifty 50,21.71,5.42,1.05,2007-07-26
Nifty 50,20.87,5.21,1.09,2007-07-27
Nifty 50,20.34,5.21,1.10,2007-07-30
Nifty 50,20.49,5.31,1.07,2007-07-31
Nifty 50,19.65,5.10,1.12,2007-08-01
Nifty 50,19.72,5.12,1.11,2007-08-02
Nifty 50,19.93,5.17,1.10,2007-08-03
Nifty 50,19.65,5.10,1.12,2007-08-06
Nifty 50,19.72,5.12,1.11,2007-08-07
Nifty 50,20.20,5.24,1.09,2007-08-08
Nifty 50,19.94,5.17,1.10,2007-08-09
Nifty 50,19.63,5.09,1.12,2007-08-10
Nifty 50,19.81,5.14,1.11,2007-08-13
Nifty 50,19.77,5.14,1.11,2007-08-14
Nifty 50,18.90,4.92,1.16,2007-08-16
Nifty 50,18.58,4.83,1.18,2007-08-17
Nifty 50,19.04,4.95,1.15,2007-08-20
Nifty 50,18.43,4.79,1.19,2007-08-21
Nifty 50,18.79,4.73,1.18,2007-08-22
Nifty 50,18.62,4.69,1.19,2007-08-23
Nifty 50,18.96,4.77,1.17,2007-08-24
Nifty 50,19.47,4.90,1.14,2007-08-27
Nifty 50,19.55,4.92,1.14,2007-08-28
Nifty 50,19.72,4.96,1.13,2007-08-29
Nifty 50,19.96,5.02,1.11,2007-08-30
Nifty 50,20.20,5.08,1.10,2007-08-31
Nifty 50,20.25,5.10,1.10,2007-09-03
Nifty 50,20.27,5.10,1.10,2007-09-04
Nifty 50,20.26,5.10,1.10,2007-09-05
Nifty 50,20.45,5.15,1.09,2007-09-06
Nifty 50,20.41,5.14,1.09,2007-09-07
Nifty 50,20.40,5.13,1.09,2007-09-10
Nifty 50,20.35,5.12,1.09,2007-09-11
Nifty 50,20.35,5.12,1.09,2007-09-12
Nifty 50,20.50,5.16,1.08,2007-09-13
Nifty 50,20.45,5.03,1.14,2007-09-14
Nifty 50,20.34,5.01,1.15,2007-09-17
Nifty 50,20.57,5.06,1.14,2007-09-18
Nifty 50,21.42,5.27,1.09,2007-09-19
Nifty 50,21.49,5.29,1.09,2007-09-20
